Date,DIS.US
2019-04-05,113.61
2019-04-08,113.57
2019-04-09,115.45
2019-04-10,115.75
2019-04-11,115.19
2019-04-12,128.49
2019-04-15,130.45
2019-04-16,128.33
2019-04-17,130.16
2019-04-18,130.85
2019-04-22,130.09
2019-04-23,131.75
2019-04-24,133.47
2019-04-25,135.59
2019-04-26,138.23
2019-04-29,137.62
2019-04-30,135.32
2019-05-01,134.73
2019-05-02,132.52
2019-05-03,132.7
2019-05-06,133.37
2019-05-07,131.83
2019-05-08,133.36
2019-05-09,131.98
2019-05-10,132.43
2019-05-13,129.75
2019-05-14,131.59
2019-05-15,133.05
2019-05-16,133.87
2019-05-17,133.41
2019-05-20,132.3
2019-05-21,132.47
2019-05-22,132.24
2019-05-23,131.12
2019-05-24,131.18
2019-05-28,131.02
2019-05-29,129.98
2019-05-30,130.61
2019-05-31,130.45
2019-06-03,130.87
2019-06-04,133.19
2019-06-05,134.3
2019-06-06,135.56
2019-06-07,136.37
2019-06-10,135.42
2019-06-11,133.45
2019-06-12,134.08
2019-06-13,140.03
2019-06-14,139.94
2019-06-17,139.27
2019-06-18,137.56
2019-06-19,139.22
2019-06-20,140.31
2019-06-21,138.54
2019-06-24,137.54
2019-06-25,138.25
2019-06-26,138.71
2019-06-27,137.62
2019-06-28,137.95
2019-07-01,139.94
2019-07-02,140.81
2019-07-03,141.25
2019-07-05,141.6
2019-07-08,140.18
2019-07-09,140.77
2019-07-10,142.69
2019-07-11,142.71
2019-07-12,144.02
2019-07-15,144.2
2019-07-16,143.44
2019-07-17,141.72
2019-07-18,140.79
2019-07-19,139.02
2019-07-22,140.0
2019-07-23,140.42
2019-07-24,140.45
2019-07-25,142.36
2019-07-26,143.79
2019-07-29,145.52
2019-07-30,144.07
2019-07-31,142.16
2019-08-01,141.01
2019-08-02,140.87
2019-08-05,137.48
2019-08-06,141.03
2019-08-07,134.06
2019-08-08,137.07
2019-08-09,137.7
2019-08-12,134.99
2019-08-13,136.19
2019-08-14,132.06
2019-08-15,132.62
2019-08-16,134.39
2019-08-19,134.48
2019-08-20,134.33
2019-08-21,134.95
2019-08-22,135.27
2019-08-23,130.89
2019-08-26,133.81
2019-08-27,133.69
2019-08-28,135.74
2019-08-29,137.02
2019-08-30,136.44
2019-09-03,135.5
2019-09-04,137.07
2019-09-05,138.01
2019-09-06,138.72
2019-09-09,138.0
2019-09-10,134.98
2019-09-11,135.38
2019-09-12,136.68
2019-09-13,137.2
2019-09-16,134.99
2019-09-17,135.5
2019-09-18,135.99
2019-09-19,132.51
2019-09-20,131.48
2019-09-23,131.67
2019-09-24,131.18
2019-09-25,132.3
2019-09-26,130.49
2019-09-27,129.19
2019-09-30,129.54
2019-10-01,128.78
2019-10-02,128.37
2019-10-03,127.39
2019-10-04,129.49
2019-10-07,130.12
2019-10-08,127.7
2019-10-09,128.56
2019-10-10,128.57
2019-10-11,129.25
2019-10-14,128.93
2019-10-15,128.99
2019-10-16,130.08
2019-10-17,131.58
2019-10-18,130.11
2019-10-21,129.48
2019-10-22,131.61
2019-10-23,130.35
2019-10-24,129.48
2019-10-25,130.12
2019-10-28,129.75
2019-10-29,128.71
2019-10-30,128.83
2019-10-31,129.15
2019-11-01,131.96
2019-11-04,132.13
2019-11-05,130.67
2019-11-06,130.49
2019-11-07,132.17
2019-11-08,137.14
2019-11-11,135.93
2019-11-12,137.75
2019-11-13,147.83
2019-11-14,146.27
2019-11-15,143.81
2019-11-18,146.77
2019-11-19,147.5
2019-11-20,146.05
2019-11-21,146.03
2019-11-22,147.41
2019-11-25,148.8
2019-11-26,150.74
2019-11-27,150.58
2019-11-29,150.68
2019-12-02,149.72
2019-12-03,147.7
2019-12-04,147.4
2019-12-05,146.56
2019-12-06,146.78
2019-12-09,145.34
2019-12-10,145.23
2019-12-11,146.71
2019-12-12,146.88
2019-12-13,146.38
2019-12-16,148.46
2019-12-17,147.73
2019-12-18,146.26
2019-12-19,146.15
2019-12-20,146.88
2019-12-23,144.68
2019-12-24,145.29
2019-12-26,145.7
2019-12-27,145.75
2019-12-30,143.77
2019-12-31,144.63
2020-01-02,148.2
2020-01-03,146.5
2020-01-06,145.65
2020-01-07,145.7
2020-01-08,145.4
2020-01-09,144.83
2020-01-10,144.62
2020-01-13,143.88
2020-01-14,145.2
2020-01-15,144.32
2020-01-16,145.12
2020-01-17,144.33
2020-01-21,143.56
2020-01-22,144.01
2020-01-23,142.2
2020-01-24,140.08
2020-01-27,135.9
2020-01-28,138.37
2020-01-29,136.06
2020-01-30,137.81
2020-01-31,138.31
2020-02-03,141.32
2020-02-04,144.73
2020-02-05,141.37
2020-02-06,142.7
2020-02-07,141.02
2020-02-10,142.59
2020-02-11,141.01
2020-02-12,141.85
2020-02-13,140.9
2020-02-14,139.54
2020-02-18,139.14
2020-02-19,141.3
2020-02-20,140.37
2020-02-21,138.97
2020-02-24,133.01
2020-02-25,128.19
2020-02-26,123.36
2020-02-27,118.04
2020-02-28,117.65
2020-03-02,119.98
2020-03-03,116.45
2020-03-04,119.18
2020-03-05,113.98
2020-03-06,115.27
2020-03-09,104.35
2020-03-10,111.46
2020-03-11,105.51
2020-03-12,91.81
2020-03-13,102.52
2020-03-16,95.01
2020-03-17,93.53
2020-03-18,88.8
2020-03-19,94.93
2020-03-20,85.98
2020-03-23,85.76
2020-03-24,98.12
2020-03-25,100.73
2020-03-26,105.36
2020-03-27,96.4
2020-03-30,99.8
2020-03-31,96.6
2020-04-01,94.92
2020-04-02,96.97
2020-04-03,93.88
2020-04-06,99.58
2020-04-07,101.24
2020-04-08,101.07
2020-04-09,104.5
2020-04-13,103.5
2020-04-14,106.03
2020-04-15,103.37
2020-04-16,102.02
2020-04-17,106.63
2020-04-20,102.26
2020-04-21,100.54
2020-04-22,100.99
2020-04-23,101.0
2020-04-24,101.19
2020-04-27,106.06
2020-04-28,106.21
2020-04-29,112.25
2020-04-30,108.15
2020-05-01,105.5
2020-05-04,103.18
2020-05-05,101.06
2020-05-06,100.88
2020-05-07,105.57
2020-05-08,109.16
2020-05-11,107.77
2020-05-12,104.56
2020-05-13,102.92
2020-05-14,105.91
2020-05-15,109.05
2020-05-18,116.85
2020-05-19,114.37
2020-05-20,119.92
2020-05-21,117.83
2020-05-22,118.02
2020-05-26,120.95
2020-05-27,121.53
2020-05-28,116.75
2020-05-29,117.3
2020-06-01,118.77
2020-06-02,118.75
2020-06-03,122.18
2020-06-04,123.69
2020-06-05,124.82
2020-06-08,127.28
2020-06-09,123.89
2020-06-10,122.18
2020-06-11,112.64
2020-06-12,115.49
2020-06-15,117.08
2020-06-16,118.44
2020-06-17,117.65
2020-06-18,118.37
2020-06-19,114.35
2020-06-22,115.92
2020-06-23,116.59
2020-06-24,112.07
2020-06-25,111.36
2020-06-26,109.1
2020-06-29,111.52
2020-06-30,111.51
2020-07-01,113.01
2020-07-02,112.18
2020-07-06,114.43
2020-07-07,113.63
2020-07-08,116.66
2020-07-09,116.81
2020-07-10,119.34
2020-07-13,116.22
2020-07-14,118.66
2020-07-15,120.9
2020-07-16,119.43
2020-07-17,118.65
2020-07-20,117.79
2020-07-21,118.62
2020-07-22,119.03
2020-07-23,118.12
2020-07-24,117.61
2020-07-27,116.31
2020-07-28,116.18
2020-07-29,115.61
2020-07-30,115.66
2020-07-31,116.94
2020-08-03,116.35
2020-08-04,117.29
2020-08-05,127.61
2020-08-06,130.82
2020-08-07,129.93
2020-08-10,128.79
2020-08-11,130.49
2020-08-12,131.79
2020-08-13,130.96
2020-08-14,130.53
2020-08-17,129.37
2020-08-18,128.92
2020-08-19,127.77
2020-08-20,128.12
2020-08-21,127.44
2020-08-24,130.69
2020-08-25,129.79
2020-08-26,132.18
2020-08-27,133.73
2020-08-28,135.54
2020-08-31,131.87
2020-09-01,133.55
2020-09-02,135.39
2020-09-03,133.24
2020-09-04,131.99
2020-09-08,134.2
2020-09-09,133.36
2020-09-10,133.22
2020-09-11,131.75
2020-09-14,131.25
2020-09-15,131.24
2020-09-16,132.09
2020-09-17,130.22
2020-09-18,128.63
2020-09-21,125.41
2020-09-22,127.21
2020-09-23,123.28
2020-09-24,122.49
2020-09-25,124.0
2020-09-28,125.99
2020-09-29,125.4
2020-09-30,124.08
2020-10-01,123.31
2020-10-02,122.55
2020-10-05,123.37
2020-10-06,120.93
2020-10-07,122.91
2020-10-08,123.09
2020-10-09,124.98
2020-10-12,124.97
2020-10-13,128.96
2020-10-14,126.59
2020-10-15,127.36
2020-10-16,126.81
2020-10-19,124.23
2020-10-20,124.95
2020-10-21,126.63
2020-10-22,127.56
2020-10-23,128.35
2020-10-26,124.06
2020-10-27,123.31
2020-10-28,118.47
2020-10-29,121.54
2020-10-30,121.25
2020-11-02,120.13
2020-11-03,124.02
2020-11-04,125.07
2020-11-05,126.96
2020-11-06,127.46
2020-11-09,142.59
2020-11-10,142.11
2020-11-11,137.82
2020-11-12,135.52
2020-11-13,138.36
2020-11-16,144.67
2020-11-17,144.5
2020-11-18,143.9
2020-11-19,141.72
2020-11-20,141.07
2020-11-23,145.98
2020-11-24,151.49
2020-11-25,149.09
2020-11-27,147.13
2020-11-30,148.01
2020-12-01,149.44
2020-12-02,153.61
2020-12-03,153.24
2020-12-04,154.14
2020-12-07,153.68
2020-12-08,153.72
2020-12-09,154.43
2020-12-10,154.69
2020-12-11,175.72
2020-12-14,169.3
2020-12-15,173.94
2020-12-16,173.12
2020-12-17,173.55
2020-12-18,172.89
2020-12-21,170.69
2020-12-22,170.45
2020-12-23,173.55
2020-12-24,173.73
2020-12-28,178.86
2020-12-29,177.3
2020-12-30,181.17
2020-12-31,181.18
2021-01-04,177.68
2021-01-05,178.44
2021-01-06,179.12
2021-01-07,178.58
2021-01-08,178.69
2021-01-11,179.09
2021-01-12,175.99
2021-01-13,176.12
2021-01-14,173.43
2021-01-15,171.44
2021-01-19,172.26
2021-01-20,173.64
2021-01-21,171.28
2021-01-22,172.78
2021-01-25,171.89
2021-01-26,169.56
2021-01-27,163.03
2021-01-28,171.88
2021-01-29,168.17
2021-02-01,170.97
2021-02-02,176.96
2021-02-03,176.43
2021-02-04,180.23
2021-02-05,181.16
2021-02-08,190.0
2021-02-09,188.21
2021-02-10,189.63
2021-02-11,190.91
2021-02-12,187.67
2021-02-16,186.35
2021-02-17,186.44
2021-02-18,183.0
2021-02-19,183.65
2021-02-22,191.76
2021-02-23,197.09
2021-02-24,197.51
2021-02-25,190.98
2021-02-26,189.04
2021-03-01,194.98
2021-03-02,193.94
2021-03-03,192.26
2021-03-04,188.03
2021-03-05,189.99
2021-03-08,201.91
2021-03-09,194.51
2021-03-10,195.06
2021-03-11,196.75
2021-03-12,197.16
2021-03-15,196.76
2021-03-16,194.24
2021-03-17,195.24
2021-03-18,192.28
2021-03-19,191.14
2021-03-22,192.86
2021-03-23,188.73
2021-03-24,184.72
2021-03-25,186.91
2021-03-26,185.92
2021-03-29,184.85
2021-03-30,185.53
2021-03-31,184.52
2021-04-01,188.97
2021-04-05,188.5
2021-04-06,189.73
2021-04-07,187.56
2021-04-08,187.32
2021-04-09,187.89
2021-04-12,186.49
2021-04-13,185.49
2021-04-14,187.46
2021-04-15,185.93
2021-04-16,187.26
2021-04-19,187.43
2021-04-20,182.79
2021-04-21,183.11
2021-04-22,182.76
2021-04-23,183.02
2021-04-26,184.27
2021-04-27,184.64
2021-04-28,183.39
2021-04-29,185.33
2021-04-30,186.02
2021-05-03,185.51
2021-05-04,184.25
2021-05-05,181.51
2021-05-06,181.79
2021-05-07,184.84
2021-05-10,184.3
2021-05-11,181.67
2021-05-12,177.85
2021-05-13,178.34
2021-05-14,173.7
2021-05-17,170.08
2021-05-18,169.68
2021-05-19,169.27
2021-05-20,171.36
2021-05-21,172.4
2021-05-24,174.31
2021-05-25,176.17
2021-05-26,176.47
2021-05-27,179.04
2021-05-28,178.65
2021-06-01,178.84
2021-06-02,177.0
2021-06-03,176.24
2021-06-04,177.18
2021-06-07,176.99
2021-06-08,176.33
2021-06-09,176.04
2021-06-10,176.57
2021-06-11,177.38
2021-06-14,178.18
2021-06-15,175.86
2021-06-16,174.66
2021-06-17,174.65
2021-06-18,172.42
2021-06-21,173.97
2021-06-22,173.5
2021-06-23,175.33
2021-06-24,177.93
2021-06-25,178.35
2021-06-28,176.57
2021-06-29,173.93
2021-06-30,175.77
2021-07-01,177.26
2021-07-02,177.11
2021-07-06,173.69
2021-07-07,172.82
2021-07-08,172.8
2021-07-09,177.04
2021-07-12,184.38
2021-07-13,183.65
2021-07-14,183.42
2021-07-15,184.15
2021-07-16,179.31
2021-07-19,172.95
2021-07-20,176.75
2021-07-21,176.89
2021-07-22,175.13
2021-07-23,176.14
2021-07-26,178.74
2021-07-27,179.5
2021-07-28,179.1
2021-07-29,178.35
2021-07-30,176.02
2021-08-02,175.55
2021-08-03,172.99
2021-08-04,172.58
2021-08-05,176.71
2021-08-06,177.13
2021-08-09,176.72
2021-08-10,177.07
2021-08-11,178.09
2021-08-12,179.29
2021-08-13,181.08
2021-08-16,179.09
2021-08-17,175.83
2021-08-18,174.74
2021-08-19,173.25
2021-08-20,175.12
2021-08-23,177.66
2021-08-24,178.47
2021-08-25,178.31
2021-08-26,176.56
2021-08-27,180.14
2021-08-30,179.98
2021-08-31,181.3
2021-09-01,183.48
2021-09-02,181.86
2021-09-03,181.0
2021-09-07,184.34
2021-09-08,185.15
2021-09-09,185.91
2021-09-10,184.12
2021-09-13,184.98
2021-09-14,182.4
2021-09-15,184.41
2021-09-16,183.34
2021-09-17,183.47
2021-09-20,178.61
2021-09-21,171.17
2021-09-22,173.65
2021-09-23,176.25
2021-09-24,176.0
2021-09-27,178.26
2021-09-28,174.52
2021-09-29,172.68
2021-09-30,169.17
2021-10-01,176.01
2021-10-04,173.46
2021-10-05,174.61
2021-10-06,175.48
2021-10-07,177.71
2021-10-08,176.74
2021-10-11,173.52
2021-10-12,173.13
2021-10-13,172.96
2021-10-14,174.41
2021-10-15,176.46
2021-10-18,171.14
2021-10-19,171.18
2021-10-20,170.55
2021-10-21,171.34
2021-10-22,169.42
2021-10-25,172.01
2021-10-26,172.04
2021-10-27,169.55
2021-10-28,169.68
2021-10-29,169.07
2021-11-01,170.19
2021-11-02,169.83
2021-11-03,170.08
2021-11-04,170.28
2021-11-05,175.63
2021-11-08,176.87
2021-11-09,175.11
2021-11-10,174.45
2021-11-11,162.11
2021-11-12,159.63
2021-11-15,158.43
2021-11-16,158.83
2021-11-17,157.33
2021-11-18,155.58
2021-11-19,154.0
2021-11-22,154.16
2021-11-23,151.03
2021-11-24,151.34
2021-11-26,148.11
2021-11-29,147.81
2021-11-30,144.9
2021-12-01,142.15
2021-12-02,147.2
2021-12-03,146.22
2021-12-06,150.37
2021-12-07,150.81
2021-12-08,153.34
2021-12-09,152.94
2021-12-10,152.71
2021-12-13,150.43
2021-12-14,149.1
2021-12-15,150.4
2021-12-16,148.75
2021-12-17,148.76
2021-12-20,146.47
2021-12-21,151.05
2021-12-22,151.88
2021-12-23,153.63
2021-12-27,152.8
2021-12-28,155.2
2021-12-29,154.87
2021-12-30,155.93
2021-12-31,154.89
2022-01-03,156.76
2022-01-04,155.73
2022-01-05,155.19
2022-01-06,156.9
2022-01-07,157.83
2022-01-10,156.6
2022-01-11,157.89
2022-01-12,157.8
2022-01-13,155.44
2022-01-14,151.94
2022-01-18,152.27
2022-01-19,150.11
2022-01-20,147.62
2022-01-21,137.38
2022-01-24,137.46
2022-01-25,136.51
2022-01-26,133.6
2022-01-27,135.42
2022-01-28,138.63
2022-01-31,142.97
2022-02-01,144.49
2022-02-02,142.62
2022-02-03,140.03
2022-02-04,142.02
2022-02-07,142.51
2022-02-08,142.48
2022-02-09,147.23
2022-02-10,152.16
